Time,SWC_50_cm
2022-02-16 18:00:00,0.1477
2022-02-16 19:00:00,0.1478
2022-02-16 20:00:00,0.1479
2022-02-16 21:00:00,0.148
2022-02-16 22:00:00,0.1481
2022-02-16 23:00:00,0.1481
2022-02-17 00:00:00,0.1482
2022-02-17 01:00:00,0.1482
2022-02-17 02:00:00,0.1482
2022-02-17 03:00:00,0.1482
2022-02-17 04:00:00,0.1482
2022-02-17 05:00:00,0.1482
2022-02-17 06:00:00,0.1482
2022-02-17 07:00:00,0.1482
2022-02-17 08:00:00,0.1481
2022-02-17 09:00:00,0.1481
2022-02-17 10:00:00,0.148
2022-02-17 11:00:00,0.148
2022-02-17 12:00:00,0.148
2022-02-17 13:00:00,0.1479
2022-02-17 14:00:00,0.1479
2022-02-17 15:00:00,0.1479
2022-02-17 16:00:00,0.148
2022-02-17 17:00:00,0.148
2022-02-17 18:00:00,0.1481
2022-02-17 19:00:00,0.1481
2022-02-17 20:00:00,0.1482
2022-02-17 21:00:00,0.1482
2022-02-17 22:00:00,0.1483
2022-02-17 23:00:00,0.1484
2022-02-18 00:00:00,0.1484
2022-02-18 01:00:00,0.1485
2022-02-18 02:00:00,0.1485
2022-02-18 03:00:00,0.1485
2022-02-18 04:00:00,0.1485
2022-02-18 05:00:00,0.1485
2022-02-18 06:00:00,0.1485
2022-02-18 07:00:00,0.1485
2022-02-18 08:00:00,0.1485
2022-02-18 09:00:00,0.1485
2022-02-18 10:00:00,0.1485
2022-02-18 11:00:00,0.1484
2022-02-18 12:00:00,0.1484
2022-02-18 13:00:00,0.1484
2022-02-18 14:00:00,0.1484
2022-02-18 15:00:00,0.1484
2022-02-18 16:00:00,0.1484
2022-02-18 17:00:00,0.1485
2022-02-18 18:00:00,0.1485
2022-02-18 19:00:00,0.1485
2022-02-18 20:00:00,0.1486
2022-02-18 21:00:00,0.1487
2022-02-18 22:00:00,0.1488
2022-02-18 23:00:00,0.1488
2022-02-19 00:00:00,0.1488
2022-02-19 01:00:00,0.1489
2022-02-19 02:00:00,0.1489
2022-02-19 03:00:00,0.1489
2022-02-19 04:00:00,0.149
2022-02-19 05:00:00,0.149
2022-02-19 06:00:00,0.149
2022-02-19 07:00:00,0.149
2022-02-19 08:00:00,0.149
2022-02-19 09:00:00,0.1489
2022-02-19 10:00:00,0.1489
2022-02-19 11:00:00,0.1489
2022-02-19 12:00:00,0.1489
2022-02-19 13:00:00,0.1489
2022-02-19 14:00:00,0.1489
2022-02-19 15:00:00,0.1489
2022-02-19 16:00:00,0.1489
2022-02-19 17:00:00,0.149
2022-02-19 18:00:00,0.149
2022-02-19 19:00:00,0.149
2022-02-19 20:00:00,0.149
2022-02-19 21:00:00,0.1491
2022-02-19 22:00:00,0.1491
2022-02-19 23:00:00,0.1491
2022-02-20 00:00:00,0.149
2022-02-20 01:00:00,0.149
2022-02-20 02:00:00,0.1489
2022-02-20 03:00:00,0.1489
2022-02-20 04:00:00,0.1489
2022-02-20 05:00:00,0.1489
2022-02-20 06:00:00,0.1489
2022-02-20 07:00:00,0.1488
2022-02-20 08:00:00,0.1488
2022-02-20 09:00:00,0.1487
2022-02-20 10:00:00,0.1487
2022-02-20 11:00:00,0.1488
2022-02-20 12:00:00,0.1488
2022-02-20 13:00:00,0.1489
2022-02-20 14:00:00,0.149
2022-02-20 15:00:00,0.149
2022-02-20 16:00:00,0.1492
2022-02-20 17:00:00,0.1495
2022-02-20 18:00:00,0.15
2022-02-20 19:00:00,0.1508
2022-02-20 20:00:00,0.1522
2022-02-20 21:00:00,0.1548
2022-02-20 22:00:00,0.159
2022-02-20 23:00:00,0.1653
2022-02-21 00:00:00,0.1738
2022-02-21 01:00:00,0.1839
2022-02-21 02:00:00,0.1947
2022-02-21 03:00:00,0.205
2022-02-21 04:00:00,0.2141
2022-02-21 05:00:00,0.2221
2022-02-21 06:00:00,0.2291
2022-02-21 07:00:00,0.2351
2022-02-21 08:00:00,0.2404
2022-02-21 09:00:00,0.245
2022-02-21 10:00:00,0.2487
2022-02-21 11:00:00,0.2517
2022-02-21 12:00:00,0.2545
2022-02-21 13:00:00,0.2569
2022-02-21 14:00:00,0.2587
2022-02-21 15:00:00,0.2602
2022-02-21 16:00:00,0.2616
2022-02-21 17:00:00,0.2629
2022-02-21 18:00:00,0.2646
2022-02-21 19:00:00,0.2668
2022-02-21 20:00:00,0.2698
2022-02-21 21:00:00,0.2738
2022-02-21 22:00:00,0.279
2022-02-21 23:00:00,0.2846
2022-02-22 00:00:00,0.2896
2022-02-22 01:00:00,0.2943
2022-02-22 02:00:00,0.2981
2022-02-22 03:00:00,0.3012
2022-02-22 04:00:00,0.3042
2022-02-22 05:00:00,0.3067
2022-02-22 06:00:00,0.31
2022-02-22 07:00:00,0.3144
2022-02-22 08:00:00,0.3169
2022-02-22 09:00:00,0.3176
2022-02-22 10:00:00,0.3178
2022-02-22 11:00:00,0.3192
2022-02-22 12:00:00,0.3299
2022-02-22 13:00:00,0.3308
2022-02-22 14:00:00,0.3304
2022-02-22 15:00:00,0.3293
2022-02-22 16:00:00,0.3278
2022-02-22 17:00:00,0.3264
2022-02-22 18:00:00,0.3248
2022-02-22 19:00:00,0.3232
2022-02-22 20:00:00,0.3216
2022-02-22 21:00:00,0.3201
2022-02-22 22:00:00,0.3186
2022-02-22 23:00:00,0.3172
2022-02-23 00:00:00,0.3159
2022-02-23 01:00:00,0.3147
2022-02-23 02:00:00,0.3135
2022-02-23 03:00:00,0.3125
2022-02-23 04:00:00,0.3114
2022-02-23 05:00:00,0.3104
2022-02-23 06:00:00,0.3095
2022-02-23 07:00:00,0.3086
2022-02-23 08:00:00,0.3078
2022-02-23 09:00:00,0.3071
2022-02-23 10:00:00,0.3066
2022-02-23 11:00:00,0.3078
2022-02-23 12:00:00,0.3255
2022-02-23 13:00:00,0.3426
2022-02-23 14:00:00,0.3558
2022-02-23 15:00:00,0.3521
2022-02-23 16:00:00,0.3472
2022-02-23 17:00:00,0.3436
2022-02-23 18:00:00,0.3447
2022-02-23 19:00:00,0.3428
2022-02-23 20:00:00,0.3404
2022-02-23 21:00:00,0.3379
2022-02-23 22:00:00,0.3357
2022-02-23 23:00:00,0.3337
2022-02-24 00:00:00,0.3318
2022-02-24 01:00:00,0.3301
2022-02-24 02:00:00,0.3286
2022-02-24 03:00:00,0.3272
2022-02-24 04:00:00,0.3258
2022-02-24 05:00:00,0.3246
2022-02-24 06:00:00,0.3234
2022-02-24 07:00:00,0.3223
2022-02-24 08:00:00,0.3212
2022-02-24 09:00:00,0.3202
2022-02-24 10:00:00,0.3193
2022-02-24 11:00:00,0.3183
2022-02-24 12:00:00,0.3174
2022-02-24 13:00:00,0.3166
2022-02-24 14:00:00,0.3158
2022-02-24 15:00:00,0.315
2022-02-24 16:00:00,0.3143
2022-02-24 17:00:00,0.3136
2022-02-24 18:00:00,0.3128
2022-02-24 19:00:00,0.3121
2022-02-24 20:00:00,0.3114
2022-02-24 21:00:00,0.3107
2022-02-24 22:00:00,0.31
2022-02-24 23:00:00,0.3093
2022-02-25 00:00:00,0.3086
2022-02-25 01:00:00,0.308
2022-02-25 02:00:00,0.3073
2022-02-25 03:00:00,0.3067
2022-02-25 04:00:00,0.3061
2022-02-25 05:00:00,0.3055
2022-02-25 06:00:00,0.3049
2022-02-25 07:00:00,0.3043
2022-02-25 08:00:00,0.3037
2022-02-25 09:00:00,0.3031
2022-02-25 10:00:00,0.3026
2022-02-25 11:00:00,0.3021
2022-02-25 12:00:00,0.3015
2022-02-25 13:00:00,0.301
2022-02-25 14:00:00,0.3006
2022-02-25 15:00:00,0.3001
2022-02-25 16:00:00,0.2998
2022-02-25 17:00:00,0.2994
2022-02-25 18:00:00,0.299
2022-02-25 19:00:00,0.2986
2022-02-25 20:00:00,0.2982
2022-02-25 21:00:00,0.2978
2022-02-25 22:00:00,0.2973
2022-02-25 23:00:00,0.2969
2022-02-26 00:00:00,0.2964
2022-02-26 01:00:00,0.2959
2022-02-26 02:00:00,0.2955
2022-02-26 03:00:00,0.295
2022-02-26 04:00:00,0.2945
2022-02-26 05:00:00,0.2941
2022-02-26 06:00:00,0.2936
2022-02-26 07:00:00,0.2932
2022-02-26 08:00:00,0.2927
2022-02-26 09:00:00,0.2923
2022-02-26 10:00:00,0.2919
2022-02-26 11:00:00,0.2915
2022-02-26 12:00:00,0.2911
2022-02-26 13:00:00,0.2907
2022-02-26 14:00:00,0.2904
2022-02-26 15:00:00,0.2901
2022-02-26 16:00:00,0.2898
2022-02-26 17:00:00,0.2896
2022-02-26 18:00:00,0.2893
2022-02-26 19:00:00,0.289
2022-02-26 20:00:00,0.2887
2022-02-26 21:00:00,0.2884
2022-02-26 22:00:00,0.2881
2022-02-26 23:00:00,0.2878
2022-02-27 00:00:00,0.2874
2022-02-27 01:00:00,0.2871
2022-02-27 02:00:00,0.2867
2022-02-27 03:00:00,0.2863
2022-02-27 04:00:00,0.2859
2022-02-27 05:00:00,0.2855
2022-02-27 06:00:00,0.2851
2022-02-27 07:00:00,0.2847
2022-02-27 08:00:00,0.2843
2022-02-27 09:00:00,0.284
2022-02-27 10:00:00,0.2836
2022-02-27 11:00:00,0.2833
2022-02-27 12:00:00,0.2829
2022-02-27 13:00:00,0.2826
2022-02-27 14:00:00,0.2823
2022-02-27 15:00:00,0.282
2022-02-27 16:00:00,0.2818
2022-02-27 17:00:00,0.2816
2022-02-27 18:00:00,0.2814
2022-02-27 19:00:00,0.2812
2022-02-27 20:00:00,0.281
2022-02-27 21:00:00,0.2807
2022-02-27 22:00:00,0.2805
2022-02-27 23:00:00,0.2803
2022-02-28 00:00:00,0.28
2022-02-28 01:00:00,0.2797
2022-02-28 02:00:00,0.2794
2022-02-28 03:00:00,0.2791
2022-02-28 04:00:00,0.2788
2022-02-28 05:00:00,0.2785
2022-02-28 06:00:00,0.2782
2022-02-28 07:00:00,0.2779
2022-02-28 08:00:00,0.2776
2022-02-28 09:00:00,0.2773
2022-02-28 10:00:00,0.277
2022-02-28 11:00:00,0.2767
2022-02-28 12:00:00,0.2764
2022-02-28 13:00:00,0.2761
2022-02-28 14:00:00,0.2758
2022-02-28 15:00:00,0.2756
2022-02-28 16:00:00,0.2754
2022-02-28 17:00:00,0.2752
2022-02-28 18:00:00,0.2751
2022-02-28 19:00:00,0.275
2022-02-28 20:00:00,0.2749
2022-02-28 21:00:00,0.2747
2022-02-28 22:00:00,0.2746
2022-02-28 23:00:00,0.2744
2022-03-01 00:00:00,0.2742
2022-03-01 01:00:00,0.274
2022-03-01 02:00:00,0.2737
2022-03-01 03:00:00,0.2735
2022-03-01 04:00:00,0.2733
2022-03-01 05:00:00,0.273
2022-03-01 06:00:00,0.2728
2022-03-01 07:00:00,0.2725
2022-03-01 08:00:00,0.2722
2022-03-01 09:00:00,0.272
2022-03-01 10:00:00,0.2717
2022-03-01 11:00:00,0.2714
2022-03-01 12:00:00,0.2711
2022-03-01 13:00:00,0.2709
2022-03-01 14:00:00,0.2706
2022-03-01 15:00:00,0.2704
2022-03-01 16:00:00,0.2703
2022-03-01 17:00:00,0.2702
2022-03-01 18:00:00,0.27
2022-03-01 19:00:00,0.27
2022-03-01 20:00:00,0.2698
2022-03-01 21:00:00,0.2698
2022-03-01 22:00:00,0.2696
2022-03-01 23:00:00,0.2695
2022-03-02 00:00:00,0.2693
2022-03-02 01:00:00,0.2692
2022-03-02 02:00:00,0.269
2022-03-02 03:00:00,0.2688
2022-03-02 04:00:00,0.2686
2022-03-02 05:00:00,0.2684
2022-03-02 06:00:00,0.2683
2022-03-02 07:00:00,0.268
2022-03-02 08:00:00,0.2678
2022-03-02 09:00:00,0.2676
2022-03-02 10:00:00,0.2674
2022-03-02 11:00:00,0.2671
2022-03-02 12:00:00,0.2669
2022-03-02 13:00:00,0.2666
2022-03-02 14:00:00,0.2664
2022-03-02 15:00:00,0.2662
2022-03-02 16:00:00,0.2661
2022-03-02 17:00:00,0.2659
2022-03-02 18:00:00,0.2658
2022-03-02 19:00:00,0.2658
2022-03-02 20:00:00,0.2656
2022-03-02 21:00:00,0.2655
2022-03-02 22:00:00,0.2654
2022-03-02 23:00:00,0.2653
2022-03-03 00:00:00,0.2651
2022-03-03 01:00:00,0.265
2022-03-03 02:00:00,0.2648
2022-03-03 03:00:00,0.2646
2022-03-03 04:00:00,0.2645
2022-03-03 05:00:00,0.2643
2022-03-03 06:00:00,0.264
2022-03-03 07:00:00,0.2639
2022-03-03 08:00:00,0.2637
2022-03-03 09:00:00,0.2635
2022-03-03 10:00:00,0.2632
2022-03-03 11:00:00,0.2629
2022-03-03 12:00:00,0.2626
2022-03-03 13:00:00,0.2622
2022-03-03 14:00:00,0.2619
2022-03-03 15:00:00,0.2617
2022-03-03 16:00:00,0.2616
2022-03-03 17:00:00,0.2614
2022-03-03 18:00:00,0.2613
2022-03-03 19:00:00,0.2613
2022-03-03 20:00:00,0.2613
2022-03-03 21:00:00,0.2613
2022-03-03 22:00:00,0.2612
2022-03-03 23:00:00,0.261
2022-03-04 00:00:00,0.2608
2022-03-04 01:00:00,0.2607
2022-03-04 02:00:00,0.2605
2022-03-04 03:00:00,0.2604
2022-03-04 04:00:00,0.2602
2022-03-04 05:00:00,0.26
2022-03-04 06:00:00,0.2599
2022-03-04 07:00:00,0.2597
2022-03-04 08:00:00,0.2595
2022-03-04 09:00:00,0.2593
2022-03-04 10:00:00,0.259
2022-03-04 11:00:00,0.2587
2022-03-04 12:00:00,0.2584
2022-03-04 13:00:00,0.258
2022-03-04 14:00:00,0.2576
2022-03-04 15:00:00,0.2573
2022-03-04 16:00:00,0.2571
2022-03-04 17:00:00,0.257
2022-03-04 18:00:00,0.257
2022-03-04 19:00:00,0.257
2022-03-04 20:00:00,0.2569
2022-03-04 21:00:00,0.2569
2022-03-04 22:00:00,0.2569
2022-03-04 23:00:00,0.2568
2022-03-05 00:00:00,0.2567
2022-03-05 01:00:00,0.2567
2022-03-05 02:00:00,0.2565
2022-03-05 03:00:00,0.2564
2022-03-05 04:00:00,0.2563
2022-03-05 05:00:00,0.2562
2022-03-05 06:00:00,0.2561
2022-03-05 07:00:00,0.256
2022-03-05 08:00:00,0.2558
2022-03-05 09:00:00,0.2556
2022-03-05 10:00:00,0.2552
2022-03-05 11:00:00,0.2547
2022-03-05 12:00:00,0.2541
2022-03-05 13:00:00,0.2536
2022-03-05 14:00:00,0.2533
2022-03-05 15:00:00,0.253
2022-03-05 16:00:00,0.2528
2022-03-05 17:00:00,0.2527
2022-03-05 18:00:00,0.2527
2022-03-05 19:00:00,0.2528
2022-03-05 20:00:00,0.2528
2022-03-05 21:00:00,0.2528
2022-03-05 22:00:00,0.2528
2022-03-05 23:00:00,0.2528
2022-03-06 00:00:00,0.2527
